time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saved_shots_from_inside_the_box,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_goal_assist,statistics_big_chance_created,statistics_good_high_claim,statistics_big_chance_missed,home_manager,statistics_accurate_cross,statistics_blocked_scoring_attempt,statistics_total_offside,statistics_penalty_conceded,statistics_penalty_save,statistics_error_lead_to_a_shot,statistics_penalty_won,statistics_hit_woodwork,statistics_punches,statistics_penalty_miss,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_last_man_tackle,statistics_error_lead_to_a_goal,statistics_penalty_shootout_save,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_clearance_off_line,statistics_own_goals,statistics_expected_goals,statistics_expected_assists,statistics_goals_prevented
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Rodrigo Caio,3,D,FALSE,NA,41,34,NA,NA,9,5,NA,NA,NA,90,51,7.1,7,NA,3,4,NA,NA,1,1,1,9,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Renê,6,D,FALSE,NA,69,55,8,4,3,NA,NA,NA,NA,90,86,7.4,19,3,NA,1,NA,NA,2,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,Higo Magalhães Batista,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Willian Arão,5,M,FALSE,NA,73,65,3,2,8,NA,2,NA,NA,90,88,7.5,10,1,2,6,1,1,3,2,2,5,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Piris da Motta,25,M,FALSE,NA,72,68,3,2,7,NA,1,NA,NA,90,78,7.1,5,NA,2,2,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,Higo Magalhães Batista,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Vitinho,11,M,FALSE,NA,43,32,3,1,7,NA,1,NA,NA,90,73,8.4,22,10,3,7,2,2,NA,4,3,3,NA,1,NA,NA,3,1,2,NA,1,NA,1,Higo Magalhães Batista,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Everton Ribeiro,7,M,FALSE,TRUE,72,56,4,2,6,NA,1,NA,NA,90,105,7.9,31,8,2,9,4,NA,1,2,3,2,1,3,NA,NA,3,NA,1,1,NA,NA,NA,Higo Magalhães Batista,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Bruno Henrique,27,M,FALSE,NA,29,26,2,1,6,2,3,NA,NA,83,45,7.1,6,1,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,1,NA,1,NA,1,NA,1,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Gabriel Barbosa,9,F,FALSE,NA,22,19,NA,NA,1,NA,1,NA,NA,88,38,7.3,9,2,NA,3,1,NA,1,NA,1,NA,NA,NA,NA,2,3,1,2,NA,1,NA,2,Higo Magalhães Batista,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Lincoln,29,F,TRUE,NA,4,3,NA,NA,NA,NA,NA,NA,NA,10,7,6.2,3,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Orlando Berrío,28,M,TRUE,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,João Lucas,32,M,TRUE,NA,5,5,NA,NA,NA,NA,NA,NA,NA,1,7,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Yago Darub,46,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Gabriel Batista,22,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Rhodolfo,44,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Matheus Dantas,55,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Klebinho,31,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Hugo Moura,17,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Yuri César,57,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Ronaldo,16,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,36,away,CSA,Flamengo,Estádio Rei Pelé,Brasileirão Série A,0,2,Filipe Luis,Lucas Silva,23,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higo Magalhães Batista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Diego Alves,1,G,FALSE,TRUE,26,12,18,4,1,1,NA,1,3,90,42,6.8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Rodinei,2,D,FALSE,NA,24,19,4,2,4,4,NA,NA,NA,90,43,6.2,10,1,2,7,3,1,2,1,NA,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Léo Duarte,43,D,FALSE,NA,25,21,NA,NA,2,4,NA,NA,NA,90,36,7.3,4,NA,3,3,1,1,NA,1,1,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Rodrigo Caio,3,D,FALSE,NA,35,30,3,NA,6,11,1,NA,NA,90,53,7,5,NA,NA,3,NA,NA,3,2,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Renê,6,D,FALSE,NA,50,41,6,3,5,6,NA,NA,NA,90,81,7.7,12,1,2,6,1,1,4,4,1,2,NA,2,1,NA,NA,NA,NA,1,1,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Vitinho,11,M,FALSE,NA,8,6,1,NA,1,NA,1,NA,NA,64,17,6.5,6,3,NA,2,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Willian Arão,5,M,FALSE,NA,27,20,NA,NA,6,2,NA,NA,NA,90,39,7.1,7,NA,1,3,NA,NA,NA,2,1,4,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Gustavo Cuéllar,8,M,FALSE,NA,24,23,1,1,3,1,1,NA,NA,64,31,6.7,2,NA,NA,3,3,2,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Giorgian De Arrascaeta,14,M,FALSE,NA,46,33,8,5,4,2,2,NA,NA,90,62,7.5,19,4,2,3,2,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Lucho Gonzalez,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Gabriel Barbosa,9,F,FALSE,NA,21,17,NA,NA,3,NA,NA,NA,NA,90,36,7.2,8,NA,1,3,3,1,NA,NA,2,NA,NA,2,NA,NA,2,1,NA,NA,NA,NA,1,Lucho Gonzalez,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Bruno Henrique,27,F,FALSE,NA,19,11,NA,NA,8,NA,4,NA,NA,82,35,6.7,18,2,4,6,2,1,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Diego,10,M,TRUE,NA,13,12,1,1,2,NA,NA,NA,NA,26,17,6.5,3,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Everton Ribeiro,7,M,TRUE,NA,13,8,1,1,3,NA,2,NA,NA,26,22,6.8,8,1,NA,2,2,1,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Piris da Motta,25,M,TRUE,NA,1,NA,1,NA,NA,NA,NA,NA,NA,8,1,6.4,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,César Dutra,37,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Rafinha,13,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Rhodolfo,44,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Thuler,26,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Miguel Trauco,20,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Hugo Moura,17,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Orlando Berrío,28,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Lucas Silva,23,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,38,away,Athletico,Flamengo,Ligga Arena,Copa do Brasil,1,1,Filipe Luis,Lincoln,29,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lucho Gonzalez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,39,home,Flamengo,Goiás,Estádio do Maracanã,Brasileirão Série A,6,1,Vagner Mancini,Diego Alves,1,G,FALSE,NA,20,19,3,2,1,NA,NA,NA,1,90,25,6.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,39,home,Flamengo,Goiás,Estádio do Maracanã,Brasileirão Série A,6,1,Vagner Mancini,Rafinha,13,D,FALSE,NA,37,34,1,1,9,1,1,NA,NA,59,59,7.2,8,4,1,4,6,4,1,1,2,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,39,home,Flamengo,Goiás,Estádio do Maracanã,Brasileirão Série A,6,1,Vagner Mancini,Léo Duarte,43,D,FALSE,NA,42,37,NA,NA,4,NA,NA,NA,NA,90,45,6.5,6,NA,NA,1,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,39,home,Flamengo,Goiás,Estádio do Maracanã,Brasileirão Série A,6,1,Vagner Mancini,Rodrigo Caio,3,D,FALSE,NA,60,54,3,2,8,1,1,NA,NA,90,66,6.6,6,NA,NA,NA,NA,NA,NA,NA,1,6,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,39,home,Flamengo,Goiás,Estádio do Maracanã,Brasileirão Série A,6,1,Vagner Mancini,Miguel Trauco,20,D,FALSE,NA,67,59,1,1,3,NA,NA,NA,NA,90,86,6.4,16,4,2,7,3,NA,1,NA,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,39,home,Flamengo,Goiás,Estádio do Maracanã,Brasileirão Série A,6,1,Vagner Mancini,Willian Arão,5,M,FALSE,NA,34,32,1,1,3,1,NA,NA,NA,59,38,6.4,3,NA,2,4,NA,NA,NA,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,39,home,Flamengo,Goiás,Estádio do Maracanã,Brasileirão Série A,6,1,Vagner Mancini,Everton Ribeiro,7,M,FALSE,NA,67,57,1,1,8,NA,2,NA,NA,90,94,7.8,20,3,3,8,5,3,1,1,3,2,NA,1,NA,2,2,NA,1,NA,1,NA,NA,Filipe Luis,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,39,home,Flamengo,Goiás,Estádio do Maracanã,Brasileirão Série A,6,1,Vagner Mancini,Diego,10,M,FALSE,TRUE,71,65,3,3,3,NA,NA,NA,NA,90,82,7,9,1,NA,4,2,NA,1,1,1,1,1,2,NA,NA,1,NA,1,NA,NA,NA,NA,Filipe Luis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,39,home,Flamengo,Goiás,Estádio do Maracanã,Brasileirão Série A,6,1,Vagner Mancini,Giorgian De Arrascaeta,14,M,FALSE,NA,59,52,4,2,5,NA,2,NA,NA,90,85,10,17,10,NA,3,3,2,1,NA,7,NA,1,1,NA,1,4,3,NA,2,3,NA,NA,Filipe Luis,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,39,home,Flamengo,Goiás,Estádio do Maracanã,Brasileirão Série A,6,1,Vagner Mancini,Gabriel Barbosa,9,F,FALSE,NA,28,25,1,NA,5,NA,NA,NA,NA,90,47,10,7,2,1,4,3,2,NA,1,4,NA,NA,3,NA,1,5,2,2,2,1,NA,2,Filipe Luis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,39,home,Flamengo,Goiás,Estádio do Maracanã,Brasileirão Série A,6,1,Vagner Mancini,Bruno Henrique,27,F,FALSE,NA,20,19,NA,NA,4,NA,2,NA,NA,72,35,7.2,7,1,3,8,1,NA,NA,1,1,2,1,NA,NA,2,3,1,2,1,1,NA,1,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flamengo,2019,39,home,Flamengo,Goiás,Estádio do Maracanã,Brasileirão Série A,6,1,Vagner Mancini,Rodinei,2,D,TRUE,NA,20,16,NA,NA,4,1,NA,NA,NA,31,28,6.5,7,NA,NA,2,3,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipe Luis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
