time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saved_shots_from_inside_the_box,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_blocked_scoring_attempt,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_shot_off_target,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_total_offside,statistics_good_high_claim,home_manager,statistics_goals,statistics_punches,statistics_penalty_won,statistics_penalty_miss,statistics_big_chance_created,statistics_big_chance_missed,statistics_goal_assist,statistics_hit_woodwork,statistics_error_lead_to_a_goal,statistics_penalty_conceded,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_own_goals,statistics_error_lead_to_a_shot,statistics_clearance_off_line,statistics_penalty_shootout_save,statistics_last_man_tackle,statistics_penalty_save,statistics_expected_goals,statistics_expected_assists,statistics_goals_prevented
São Paulo,2024,22,away,Águia de Marabá,São Paulo,Estadio Municipal Zinho de Oliveira,Copa do Brasil,1,3,Luis Zubeldia,André Silva,17,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glauber Ramos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Rafael,23,G,FALSE,NA,10,8,3,1,1,1,NA,NA,1,90,17,6.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Thiago Carpini,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3552
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Diego Costa,4,D,FALSE,NA,76,74,2,1,5,4,1,NA,NA,90,95,7.2,6,2,1,2,7,NA,NA,1,3,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100478,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Robert Arboleda,5,D,FALSE,NA,90,86,2,NA,6,3,NA,NA,NA,90,96,7.4,4,NA,NA,1,1,NA,NA,NA,NA,1,4,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0273,0.0352188,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Alan Franco,28,D,FALSE,NA,67,65,1,NA,1,NA,NA,NA,NA,68,70,6.6,2,NA,NA,1,4,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0300417,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Igor Vinícius,2,M,FALSE,NA,34,32,1,1,4,NA,1,NA,NA,67,55,6.9,9,6,3,NA,1,NA,NA,NA,NA,2,NA,NA,3,NA,NA,1,1,1,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7231,0.363488,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Damián Bobadilla,21,M,FALSE,NA,12,11,NA,NA,NA,NA,NA,NA,NA,30,14,6.5,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0340482,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Alisson,25,M,FALSE,NA,93,83,7,1,4,1,2,NA,NA,90,107,7,14,1,NA,1,4,1,NA,1,1,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0394069,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Michel Araújo,15,M,FALSE,NA,52,49,NA,NA,4,2,NA,NA,NA,90,69,7.5,7,2,1,NA,3,3,2,1,1,2,2,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1445,0.200237,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Rodrigo Nestor,11,F,FALSE,NA,30,25,2,NA,4,NA,1,NA,NA,68,46,7,10,2,NA,NA,3,3,2,NA,1,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0276,0.0136707,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Luciano,10,F,FALSE,NA,25,22,NA,NA,3,1,1,NA,NA,86,39,8.9,6,NA,NA,NA,4,1,NA,NA,1,1,1,NA,1,NA,NA,2,3,2,NA,NA,NA,NA,Thiago Carpini,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8977,0.162222,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Jonathan Calleri,9,F,FALSE,TRUE,9,5,NA,NA,2,1,2,NA,NA,90,18,6.3,6,NA,NA,3,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,Thiago Carpini,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3742,NA,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Giuliano Galoppo,8,M,TRUE,NA,30,23,NA,NA,5,NA,1,NA,NA,60,45,7.2,12,1,NA,1,4,2,1,NA,1,1,1,1,2,1,NA,NA,2,NA,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3457,0.26064,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Erick,33,F,TRUE,NA,15,10,NA,NA,1,1,NA,NA,NA,23,20,6.9,6,2,2,NA,1,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11905,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Nahuel Ferraresi,32,D,TRUE,NA,15,13,2,2,2,1,NA,NA,NA,22,22,7.8,2,NA,NA,NA,1,1,1,NA,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,Thiago Carpini,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1437,NA,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Rodriguinho,18,M,TRUE,NA,13,11,1,NA,NA,NA,NA,NA,NA,22,21,6.3,4,2,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4168,0.0486256,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,André Silva,17,F,TRUE,NA,3,3,NA,NA,NA,NA,NA,NA,NA,9,6,6.7,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0082144,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Jandrei,93,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Patryck,36,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Sabino,35,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Moreira,30,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Luiz Gustavo,16,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Ferreira,47,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,23,away,Vitória,São Paulo,Estádio Manoel Barradas,Brasileirão Série A,1,3,Luis Zubeldia,Juan,31,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thiago Carpini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Rafael,23,G,FALSE,NA,29,23,10,4,NA,NA,NA,NA,NA,90,34,6.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1082
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Igor Vinícius,2,D,FALSE,NA,88,82,5,3,1,1,NA,NA,NA,90,102,6.8,13,4,NA,NA,3,2,1,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0281262,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Robert Arboleda,5,D,FALSE,NA,71,67,7,4,3,2,NA,NA,NA,90,75,6.8,4,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Alan Franco,28,D,FALSE,NA,67,66,4,3,4,1,NA,NA,NA,90,70,6.7,1,NA,NA,1,3,1,1,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Patryck,36,D,FALSE,NA,44,41,1,1,6,NA,3,NA,NA,90,68,7.3,7,NA,NA,NA,2,3,1,1,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0108,0.169223,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Alisson,25,M,FALSE,NA,87,79,6,5,2,NA,1,NA,NA,90,98,7,13,1,NA,2,7,NA,NA,1,3,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0708998,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Damián Bobadilla,21,M,FALSE,NA,55,53,4,3,3,NA,NA,NA,NA,58,60,6.7,2,NA,NA,NA,3,NA,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0257,0.0309132,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Michel Araújo,15,M,FALSE,NA,32,28,NA,NA,6,1,1,NA,NA,58,54,7.7,12,4,1,NA,3,7,4,1,NA,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0535,0.076168,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Luciano,10,M,FALSE,NA,30,29,2,2,4,1,NA,NA,NA,82,42,7.8,4,1,NA,NA,2,3,3,NA,1,1,NA,NA,1,NA,NA,1,3,1,NA,NA,NA,NA,Gustavo Huerta,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701,0.0587054,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Ferreira,47,M,FALSE,NA,21,18,2,1,4,NA,2,NA,NA,58,36,6.6,11,1,NA,NA,4,5,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0194,0.0222179,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Jonathan Calleri,9,F,FALSE,TRUE,18,14,NA,NA,1,NA,NA,NA,NA,88,26,7.4,8,1,NA,3,6,NA,NA,NA,3,1,1,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,Gustavo Huerta,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8423,0.0403654,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Giuliano Galoppo,8,M,TRUE,NA,28,25,5,5,1,2,NA,NA,NA,32,32,6.9,4,NA,NA,NA,2,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1906,0.00962027,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Rodrigo Nestor,11,M,TRUE,NA,19,15,3,1,2,NA,NA,NA,NA,32,24,7.4,5,NA,NA,NA,2,NA,NA,1,1,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,Gustavo Huerta,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0212,0.00866192,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Erick,33,F,TRUE,NA,16,15,1,1,1,NA,NA,NA,NA,32,21,6.6,3,1,NA,NA,1,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047418,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,André Silva,17,F,TRUE,NA,4,4,NA,NA,NA,1,NA,NA,NA,8,5,6.6,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00740582,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Rodriguinho,18,M,TRUE,NA,5,5,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0204,NA,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Jandrei,93,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Nahuel Ferraresi,32,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Moreira,30,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Sabino,35,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Diego Costa,4,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Luiz Gustavo,16,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,24,away,Cobresal,São Paulo,"El Cobre, El Salvador","Copa Libertadores, Group B",1,3,Luis Zubeldia,Juan,31,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo Huerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
São Paulo,2024,25,home,São Paulo,Fluminense,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,1,Mano Menezes,Rafael,23,G,FALSE,NA,22,16,11,5,NA,NA,NA,2,2,90,30,6.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4884
São Paulo,2024,25,home,São Paulo,Fluminense,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,1,Mano Menezes,Igor Vinícius,2,D,FALSE,NA,55,49,1,NA,7,NA,2,NA,NA,90,77,7.1,9,5,2,NA,2,1,1,1,1,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.115298,NA
São Paulo,2024,25,home,São Paulo,Fluminense,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,1,Mano Menezes,Robert Arboleda,5,D,FALSE,NA,58,51,9,4,1,3,NA,NA,NA,90,67,7.3,7,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,1,NA,1,NA,1,NA,NA,NA,1,NA,Luis Zubeldia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4157,0.0105657,NA
São Paulo,2024,25,home,São Paulo,Fluminense,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,1,Mano Menezes,Alan Franco,28,D,FALSE,NA,56,50,6,5,3,5,NA,NA,NA,90,66,6.8,7,NA,NA,1,3,NA,NA,1,1,NA,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.1068,NA,NA
São Paulo,2024,25,home,São Paulo,Fluminense,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,1,Mano Menezes,Patryck,36,D,FALSE,NA,37,35,4,4,3,4,NA,NA,NA,89,62,6.8,11,4,NA,1,6,2,1,3,NA,NA,1,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,Luis Zubeldia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0217675,NA
São Paulo,2024,25,home,São Paulo,Fluminense,Estádio Cícero Pompeu de Toledo,Brasileirão Série A,2,1,Mano Menezes,Damián Bobadilla,21,M,FALSE,NA,34,29,NA,NA,6,1,NA,NA,NA,61,45,8,5,NA,NA,1,4,NA,NA,NA,2,2,NA,1,6,1,NA,NA,1,1,NA,NA,NA,NA,Luis Zubeldia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.0926217,NA
